Dates;PX_LAST;PX_BID;PX_ASK
05.06.2017;60,217;60,05;60,385
06.06.2017;60,735;60,558;60,912
07.06.2017;61,1;60,928;61,272
08.06.2017;61,078;60,885;61,272
09.06.2017;60,69;60,475;60,905
12.06.2017;59,994;59,834;60,155
13.06.2017;58,732;58,553;58,912
14.06.2017;58,735;58,528;58,942
15.06.2017;60,345;60,19;60,5
16.06.2017;61,502;61,304;61,7
19.06.2017;59,938;59,755;60,12
20.06.2017;61,554;61,353;61,755
21.06.2017;62,854;62,663;63,045
22.06.2017;61,442;61,26;61,625
23.06.2017;60,355;60,153;60,557
26.06.2017;59,593;59,39;59,797
27.06.2017;61,578;61,39;61,767
28.06.2017;60,219;60,043;60,395
29.06.2017;61,539;61,336;61,742
30.06.2017;60,519;60,31;60,727
03.07.2017;60,415;60,16;60,67
05.07.2017;61,222;61,043;61,4
06.07.2017;62,301;62,095;62,507
07.07.2017;61,644;61,44;61,847
10.07.2017;61,78;61,583;61,977
11.07.2017;61,788;61,605;61,972
12.07.2017;59,908;59,705;60,11
13.07.2017;58,768;58,563;58,972
14.07.2017;58,167;57,96;58,375
17.07.2017;57,477;57,298;57,655
18.07.2017;57,349;57,173;57,525
19.07.2017;56,972;56,773;57,172
20.07.2017;56,999;56,763;57,235
21.07.2017;56,9;56,713;57,087
24.07.2017;56,283;56,088;56,477
25.07.2017;56,283;56,028;56,537
26.07.2017;56,505;56,333;56,677
27.07.2017;57,426;57,25;57,602
28.07.2017;57,647;57,487;57,807
31.07.2017;57,226;57,025;57,427
01.08.2017;56,411;56,21;56,612
02.08.2017;56,295;56,13;56,46
03.08.2017;57,344;57,163;57,525
04.08.2017;57,715;57,538;57,892
07.08.2017;57,813;57,64;57,987
08.08.2017;59,185;59,013;59,357
09.08.2017;59,515;59,333;59,697
10.08.2017;62,176;61,948;62,405
11.08.2017;61,462;61,263;61,66
14.08.2017;59,632;59,418;59,845
15.08.2017;59,634;59,468;59,8
16.08.2017;59,628;59,428;59,827
17.08.2017;62,681;62,47;62,892
18.08.2017;62,35;62,14;62,56
21.08.2017;62,144;61,958;62,33
22.08.2017;60,299;60,1;60,497
23.08.2017;61,114;60,933;61,295
24.08.2017;60,185;60,008;60,362
25.08.2017;59,698;59,5;59,895
28.08.2017;59,519;59,335;59,702
29.08.2017;60,071;59,885;60,257
30.08.2017;59,073;58,883;59,262
31.08.2017;57,892;57,714;58,07
01.09.2017;57,116;56,9;57,332
05.09.2017;59,159;58,97;59,347
06.09.2017;58,618;58,44;58,795
07.09.2017;59,255;59,063;59,447
08.09.2017;60,274;60,073;60,475
11.09.2017;57,395;57,22;57,57
12.09.2017;56,164;55,978;56,35
13.09.2017;56,04;55,873;56,207
14.09.2017;56,695;56,508;56,882
15.09.2017;56,095;55,9;56,29
18.09.2017;55,859;55,705;56,012
19.09.2017;54,961;54,785;55,137
20.09.2017;58,719;58,538;58,9
21.09.2017;59,556;59,35;59,762
22.09.2017;59,906;59,7;60,112
25.09.2017;59,438;59,265;59,61
26.09.2017;58,712;58,528;58,895
27.09.2017;57,472;57,278;57,667
28.09.2017;56,615;56,43;56,8
29.09.2017;55,632;55,465;55,8
02.10.2017;54,628;54,448;54,807
03.10.2017;54,177;53,988;54,367
04.10.2017;54,471;54,273;54,67
05.10.2017;53,204;52,973;53,435
06.10.2017;54,244;54,018;54,47
10.10.2017;54,27;54,065;54,475
11.10.2017;54,761;54,55;54,972
12.10.2017;55,649;55,448;55,85
13.10.2017;54,574;54,38;54,767
16.10.2017;54,242;54,058;54,425
17.10.2017;53,936;53,75;54,122
18.10.2017;53,731;53,543;53,92
19.10.2017;53,37;53,185;53,555
20.10.2017;52,198;51,988;52,407
23.10.2017;52,924;52,74;53,107
24.10.2017;53,19;52,995;53,385
25.10.2017;54,201;54,013;54,39
26.10.2017;54,105;53,89;54,32
27.10.2017;52,762;52,55;52,975
30.10.2017;52,986;52,778;53,195
31.10.2017;52,15;51,935;52,365
01.11.2017;53,023;52,825;53,222
02.11.2017;52,98;52,785;53,175
03.11.2017;53,4;53,178;53,622
06.11.2017;53,152;52,938;53,365
07.11.2017;54,452;54,232;54,672
08.11.2017;55,011;54,778;55,245
09.11.2017;55,949;55,725;56,172
10.11.2017;56,042;55,795;56,29
13.11.2017;56,424;56,232;56,617
14.11.2017;57,397;57,23;57,565
15.11.2017;57,198;56,978;57,417
16.11.2017;54,993;54,765;55,22
17.11.2017;55,35;55,105;55,595
20.11.2017;54,725;54,503;54,947
21.11.2017;53,062;52,868;53,255
22.11.2017;52,507;52,163;52,852
24.11.2017;52,332;52,113;52,552
27.11.2017;53,532;53,298;53,765
28.11.2017;52,245;52,055;52,435
29.11.2017;52,908;52,698;53,117
30.11.2017;52,088;51,855;52,32
01.12.2017;52,389;52,105;52,672
04.12.2017;51,768;51,55;51,985
05.12.2017;51,968;51,705;52,232
06.12.2017;52,316;52,085;52,547
07.12.2017;51,607;51,363;51,852
08.12.2017;50,914;50,678;51,15
11.12.2017;50,262;50,045;50,48
12.12.2017;50,525;50,313;50,737
13.12.2017;50,339;50,118;50,56
14.12.2017;51,019;50,805;51,232
15.12.2017;50,341;50,15;50,532
18.12.2017;49,52;49,295;49,745
19.12.2017;49,758;49,505;50,012
20.12.2017;49,083;48,876;49,29
21.12.2017;48,55;48,325;48,775
22.12.2017;49,482;49,253;49,712
26.12.2017;49,007;48,75;49,265
27.12.2017;48,693;48,448;48,937
28.12.2017;49,43;49,18;49,68
29.12.2017;49,02;48,733;49,307
02.01.2018;48,455;48,255;48,655
03.01.2018;47,095;46,873;47,317
04.01.2018;45,877;45,643;46,11
05.01.2018;45,518;45,28;45,755
08.01.2018;45,382;45,175;45,59
09.01.2018;46,452;46,26;46,645
10.01.2018;46,777;46,548;47,005
11.01.2018;46,832;46,613;47,052
12.01.2018;47,068;46,845;47,29
16.01.2018;48,007;47,793;48,222
17.01.2018;47,998;47,795;48,202
18.01.2018;47,992;47,748;48,235
19.01.2018;47,515;47,283;47,747
22.01.2018;46,885;46,685;47,085
23.01.2018;46,07;45,835;46,305
24.01.2018;46,575;46,39;46,76
25.01.2018;46,21;45,963;46,457
26.01.2018;45,257;45,035;45,48
29.01.2018;46,543;46,303;46,782
30.01.2018;47,168;46,963;47,372
31.01.2018;47,28;47,053;47,507
01.02.2018;48,018;47,793;48,242
02.02.2018;50,38;50,093;50,667
05.02.2018;55,762;55,378;56,147
06.02.2018;52,982;52,595;53,37
07.02.2018;55,073;54,705;55,44
08.02.2018;60,101;59,67;60,532
09.02.2018;60,305;59,74;60,87
12.02.2018;57,531;57,11;57,952
13.02.2018;58,036;57,693;58,38
14.02.2018;56,17;55,833;56,507
15.02.2018;52,971;52,69;53,252
16.02.2018;51,382;50,945;51,82
20.02.2018;54,5;54,118;54,882
21.02.2018;55,68;55,235;56,125
22.02.2018;57,03;56,664;57,396
23.02.2018;55,314;54,903;55,725
26.02.2018;53,32;53;53,64
27.02.2018;55,277;55,01;55,545
28.02.2018;56,256;55,963;56,548
01.03.2018;57,787;57,468;58,107
02.03.2018;55,924;55,61;56,237
05.03.2018;55,361;55,093;55,63
06.03.2018;56,262;55,908;56,615
07.03.2018;56,77;56,445;57,095
08.03.2018;56,12;55,8;56,44
09.03.2018;54,339;53,983;54,695
12.03.2018;53,747;53,458;54,037
13.03.2018;54,339;54,044;54,634
14.03.2018;55,059;54,75;55,367
15.03.2018;54,901;54,605;55,197
16.03.2018;53,538;53,216;53,86
19.03.2018;54,876;54,641;55,112
20.03.2018;62,843;62,512;63,175
21.03.2018;61,6;61,402;61,797
22.03.2018;65,67;65,368;65,972
23.03.2018;68,982;68,675;69,29
26.03.2018;65,078;64,838;65,318
27.03.2018;67,376;67,058;67,695
28.03.2018;67,346;67,095;67,596
29.03.2018;65,557;65,22;65,895
02.04.2018;67,62;67,29;67,95
03.04.2018;66,447;66,185;66,71
04.04.2018;63,776;63,455;64,097
05.04.2018;63,193;62,895;63,49
06.04.2018;65,299;64,993;65,605
09.04.2018;64,932;64,663;65,2
10.04.2018;62,817;62,565;63,07
11.04.2018;63,385;63,02;63,75
12.04.2018;61,723;61,49;61,955
13.04.2018;61,339;60,97;61,707
16.04.2018;59,338;58,99;59,685
17.04.2018;59,264;58,968;59,56
18.04.2018;59,315;59,03;59,6
19.04.2018;60,125;59,813;60,437
20.04.2018;60,874;60,595;61,152
23.04.2018;61,76;61,425;62,095
24.04.2018;62,275;61,965;62,585
25.04.2018;61,533;61,245;61,82
26.04.2018;60,093;59,75;60,437
27.04.2018;60,154;59,778;60,53
30.04.2018;60,698;60,325;61,07
01.05.2018;60,792;60,448;61,135
02.05.2018;61,507;61,198;61,817
03.05.2018;62,349;61,968;62,73
04.05.2018;61,606;61,243;61,97
07.05.2018;62,035;61,69;62,38
08.05.2018;62,434;62,115;62,752
09.05.2018;61,252;60,943;61,56
10.05.2018;59,521;59,283;59,76
11.05.2018;59,294;58,953;59,635
14.05.2018;59,648;59,425;59,872
15.05.2018;61,275;60,968;61,582
16.05.2018;60,93;60,64;61,22
17.05.2018;60,906;60,535;61,277
18.05.2018;61,884;61,538;62,23
21.05.2018;61,792;61,478;62,107
22.05.2018;61,574;61,265;61,882
23.05.2018;61,933;61,665;62,2
24.05.2018;62,139;61,78;62,497
25.05.2018;63,221;62,895;63,547
29.05.2018;67,378;66,953;67,802
30.05.2018;65,181;64,875;65,487
31.05.2018;66,808;66,438;67,177
01.06.2018;65,14;64,84;65,44
04.06.2018;63,852;63,528;64,175
05.06.2018;64,169;63,808;64,53
06.06.2018;63,742;63,393;64,09
07.06.2018;66,779;66,418;67,14
08.06.2018;66,341;65,955;66,727
11.06.2018;64,51;64,175;64,845
12.06.2018;63,682;63,378;63,987
13.06.2018;63,535;63,13;63,94
14.06.2018;61,354;60,945;61,762
15.06.2018;60,48;60,118;60,842
18.06.2018;60,976;60,705;61,247
19.06.2018;62,951;62,653;63,25
20.06.2018;63,05;62,82;63,28
21.06.2018;64,969;64,683;65,255
22.06.2018;64,566;64,268;64,865
25.06.2018;66,754;66,455;67,052
26.06.2018;65,77;65,505;66,035
27.06.2018;68,096;67,773;68,42
28.06.2018;68,03;67,753;68,307
29.06.2018;67,595;67,183;68,007
02.07.2018;67,97;67,67;68,27
03.07.2018;67,351;66,97;67,732
05.07.2018;66,052;65,755;66,35
06.07.2018;63,998;63,678;64,317
09.07.2018;62,156;61,845;62,467
10.07.2018;62,294;61,99;62,597
11.07.2018;63,53;63,233;63,827
12.07.2018;61,585;61,325;61,845
13.07.2018;60,525;60,233;60,817
16.07.2018;60,945;60,64;61,25
17.07.2018;60,38;60,08;60,68
18.07.2018;60,715;60,42;61,01
19.07.2018;61,833;61,543;62,122
20.07.2018;61,638;61,352;61,923
23.07.2018;61,539;61,328;61,75
24.07.2018;60,928;60,7;61,155
25.07.2018;59,219;58,929;59,509
26.07.2018;57,673;57,38;57,965
27.07.2018;58,3;57,942;58,658
30.07.2018;58,993;58,671;59,315
31.07.2018;57,984;57,745;58,222
01.08.2018;58,563;58,297;58,829
02.08.2018;58,798;58,48;59,115
03.08.2018;58,988;58,691;59,284
06.08.2018;58,58;58,2;58,959
07.08.2018;58,115;57,885;58,345
08.08.2018;58,059;57,851;58,267
09.08.2018;59,269;59,063;59,475
10.08.2018;61,418;61,143;61,692
13.08.2018;62,107;61,837;62,376
14.08.2018;61,221;60,95;61,492
15.08.2018;62,506;62,251;62,761
16.08.2018;61,41;61,165;61,655
17.08.2018;60,994;60,745;61,242
20.08.2018;61,47;61,237;61,703
21.08.2018;60,274;59,96;60,587
22.08.2018;59,848;59,61;60,086
23.08.2018;60,713;60,287;61,138
24.08.2018;59,722;59,444;60,001
27.08.2018;58,453;58,235;58,671
28.08.2018;58,324;58,06;58,587
29.08.2018;58,526;58,276;58,776
30.08.2018;60,37;60,095;60,646
31.08.2018;59,94;59,608;60,271
04.09.2018;60,51;60,212;60,808
05.09.2018;60,218;59,975;60,461
06.09.2018;59,886;59,642;60,131
07.09.2018;59,846;59,574;60,119
10.09.2018;57,866;57,647;58,085
11.09.2018;58,074;57,671;58,476
12.09.2018;57,106;56,725;57,488
13.09.2018;55,54;55,24;55,84
14.09.2018;55,828;55,48;56,175
17.09.2018;56,83;56,468;57,192
18.09.2018;55,996;55,768;56,225
19.09.2018;56,215;55,755;56,675
20.09.2018;60,939;60,639;61,239
21.09.2018;61,535;61,31;61,76
24.09.2018;62,799;62,587;63,012
25.09.2018;62,256;62,018;62,493
26.09.2018;61,152;60,903;61,4
27.09.2018;59,42;59,185;59,655
28.09.2018;59,18;58,77;59,59
01.10.2018;58,074;57,852;58,295
02.10.2018;59,213;59,018;59,408
03.10.2018;59,267;59,04;59,493
04.10.2018;60,52;60,27;60,77
05.10.2018;61,398;61,132;61,662
09.10.2018;61,669;61,462;61,875
10.10.2018;65,742;65,446;66,038
11.10.2018;65,729;65,383;66,075
12.10.2018;64,198;63,87;64,525
15.10.2018;66,018;65,677;66,359
16.10.2018;63,426;63,203;63,65
17.10.2018;64,082;63,804;64,361
18.10.2018;67,416;67,138;67,695
19.10.2018;67,518;67,243;67,793
22.10.2018;67,969;67,703;68,235
23.10.2018;67,424;67,125;67,722
24.10.2018;69,702;69,428;69,976
25.10.2018;69,151;68,815;69,488
26.10.2018;69,981;69,675;70,288
29.10.2018;70,719;70,468;70,97
30.10.2018;69,207;68,927;69,486
31.10.2018;68,758;68,477;69,04
01.11.2018;66,916;66,501;67,33
02.11.2018;66,043;65,716;66,371
05.11.2018;65,14;64,815;65,465
06.11.2018;64,241;63,907;64,576
07.11.2018;62,476;62,222;62,73
08.11.2018;63,549;63,295;63,802
09.11.2018;66,64;66,3;66,98
13.11.2018;69,421;69,068;69,775
14.11.2018;71,685;71,403;71,968
15.11.2018;73,218;72,901;73,534
16.11.2018;74,272;73,971;74,573
19.11.2018;77,002;76,701;77,304
20.11.2018;79,158;78,83;79,485
21.11.2018;78,2;77,813;78,588
23.11.2018;80,281;79,88;80,683
26.11.2018;78,94;78,61;79,27
27.11.2018;78,455;78,22;78,69
28.11.2018;73,6;73,278;73,923
29.11.2018;74,509;74,14;74,878
30.11.2018;74,964;74,608;75,319
03.12.2018;74,514;74,233;74,795
04.12.2018;79,146;78,84;79,453
06.12.2018;79,273;78,918;79,628
07.12.2018;82,75;82,328;83,172
10.12.2018;81,388;81,041;81,734
11.12.2018;80,096;79,828;80,364
12.12.2018;77,914;77,623;78,205
13.12.2018;76,82;76,555;77,085
14.12.2018;79,33;78,977;79,683
17.12.2018;81,993;81,73;82,256
18.12.2018;81,719;81,374;82,064
19.12.2018;86,131;85,779;86,483
20.12.2018;89,626;88,999;90,254
21.12.2018;92,512;91,823;93,201
24.12.2018;94,912;94,175;95,648
26.12.2018;87,681;87,244;88,118
27.12.2018;89,401;88,839;89,964
28.12.2018;88,241;87,522;88,96
31.12.2018;87,749;87,32;88,177
02.01.2019;88,788;88,314;89,261
03.01.2019;90,171;89,741;90,601
04.01.2019;83,644;83,322;83,966
07.01.2019;81,38;80,933;81,828
08.01.2019;78,62;78,204;79,036
09.01.2019;79,109;78,735;79,483
10.01.2019;77,11;76,704;77,516
11.01.2019;77,521;77,185;77,858
14.01.2019;79,37;78,983;79,758
15.01.2019;76,393;76,055;76,73
16.01.2019;76,321;75,927;76,715
17.01.2019;73,555;73,218;73,892
18.01.2019;72,484;72,132;72,835
22.01.2019;75,574;75,21;75,939
23.01.2019;74,184;73,737;74,632
24.01.2019;74,101;73,69;74,512
25.01.2019;72,243;71,403;73,083
28.01.2019;73,138;72,786;73,49
29.01.2019;72,4;72,113;72,688
30.01.2019;69,142;68,518;69,767
31.01.2019;66,113;65,7;66,526
01.02.2019;66,861;66,505;67,217
04.02.2019;65,122;64,724;65,52
05.02.2019;64,202;63,885;64,52
06.02.2019;66,109;65,756;66,461
07.02.2019;68,498;68,205;68,79
08.02.2019;67,184;66,878;67,49
11.02.2019;67,84;67,507;68,172
12.02.2019;64,779;64,489;65,069
13.02.2019;65,2;64,869;65,531
14.02.2019;64,923;64,635;65,21
15.02.2019;62,515;62,212;62,819
19.02.2019;61,437;61,083;61,79
20.02.2019;60,471;60,155;60,787
21.02.2019;61,903;61,583;62,223
22.02.2019;61,381;61,05;61,712
25.02.2019;61,001;60,653;61,35
26.02.2019;60,559;60,265;60,852
27.02.2019;59,725;59,435;60,015
28.02.2019;60,159;59,908;60,41
01.03.2019;59,279;59,013;59,545
04.03.2019;59,823;59,55;60,095
05.03.2019;61,194;60,923;61,465
06.03.2019;62,89;62,585;63,195
07.03.2019;63,948;63,66;64,235
08.03.2019;63,637;63,313;63,962
11.03.2019;59,981;59,727;60,235
12.03.2019;59,58;59,208;59,953
13.03.2019;58,145;57,83;58,46
14.03.2019;58,428;58,128;58,727
15.03.2019;57,927;57,654;58,2
18.03.2019;57,185;56,918;57,453
19.03.2019;57,633;57,365;57,9
20.03.2019;65,788;65,395;66,18
21.03.2019;64,507;64,258;64,757
22.03.2019;68,131;67,76;68,503
25.03.2019;68,801;68,455;69,148
26.03.2019;68,181;67,863;68,499
27.03.2019;68,344;68,068;68,62
28.03.2019;66,275;66,025;66,525
29.03.2019;63,381;63,003;63,76
01.04.2019;61,614;61,32;61,908
02.04.2019;62,17;61,905;62,435
03.04.2019;61,938;61,662;62,212
04.04.2019;61,141;60,864;61,419
05.04.2019;60,038;59,763;60,313
08.04.2019;60,019;59,732;60,306
09.04.2019;60,754;60,462;61,045
10.04.2019;59,428;59,168;59,688
11.04.2019;58,8;58,49;59,11
12.04.2019;56,26;55,975;56,545
15.04.2019;56,426;56,22;56,632
16.04.2019;57,364;57,059;57,67
17.04.2019;57,643;57,393;57,893
18.04.2019;57,494;57,301;57,687
22.04.2019;57,973;57,727;58,218
23.04.2019;56,827;56,59;57,064
24.04.2019;58,148;57,798;58,498
25.04.2019;58,621;58,335;58,908
26.04.2019;57,146;56,89;57,402
29.04.2019;57,745;57,5;57,99
30.04.2019;57,401;57,07;57,733
01.05.2019;58,925;58,645;59,205
02.05.2019;58,859;58,565;59,153
03.05.2019;57,624;57,368;57,88
06.05.2019;58,589;58,378;58,8
07.05.2019;60,883;60,585;61,181
08.05.2019;62,229;62,017;62,44
09.05.2019;63,053;62,797;63,31
10.05.2019;60,607;60,293;60,921
13.05.2019;65,604;65,308;65,9
14.05.2019;63,39;63,19;63,59
15.05.2019;63,459;63,153;63,765
16.05.2019;62,288;62,045;62,53
17.05.2019;63,4;63,05;63,75
20.05.2019;64,064;63,803;64,325
21.05.2019;62,903;62,63;63,175
22.05.2019;63,346;63,085;63,608
23.05.2019;65,026;64,697;65,355
24.05.2019;64,75;64,368;65,133
28.05.2019;66,605;66,313;66,897
29.05.2019;67,209;66,843;67,575
30.05.2019;66,719;66,413;67,025
31.05.2019;70,189;69,863;70,514
03.06.2019;69,735;69,423;70,048
04.06.2019;65,449;65,124;65,773
05.06.2019;64,096;63,847;64,345
06.06.2019;63,74;63,242;64,238
07.06.2019;62,21;61,873;62,548
10.06.2019;60,301;59,959;60,643
11.06.2019;60,073;59,832;60,313
12.06.2019;61,544;61,242;61,845
13.06.2019;60,368;60,101;60,635
14.06.2019;61,451;61,128;61,775
17.06.2019;60,504;60,218;60,79
18.06.2019;57,568;57,358;57,778
19.06.2019;55,263;54,915;55,61
20.06.2019;53,77;53,483;54,057
21.06.2019;55,459;55,19;55,727
24.06.2019;55,604;55,321;55,886
25.06.2019;58,194;57,938;58,45
26.06.2019;57,325;57,12;57,53
27.06.2019;55,748;55,535;55,96
28.06.2019;54,149;53,85;54,447
01.07.2019;52,705;52,456;52,954
02.07.2019;52,13;51,904;52,355
03.07.2019;51,669;51,287;52,05
05.07.2019;53,176;52,875;53,476
08.07.2019;54,706;54,476;54,936
09.07.2019;53,846;53,556;54,136
10.07.2019;52,452;52,249;52,656
11.07.2019;53,42;53,133;53,707
12.07.2019;53,48;53,217;53,742
15.07.2019;53,438;53,199;53,676
16.07.2019;54,05;53,79;54,31
17.07.2019;54,659;54,384;54,934
18.07.2019;52,923;52,647;53,197
19.07.2019;53,981;53,742;54,22
22.07.2019;52,735;52,5;52,97
23.07.2019;50,764;50,566;50,962
24.07.2019;49,661;49,437;49,886
25.07.2019;51,145;50,927;51,363
26.07.2019;51,245;51,04;51,45
29.07.2019;52,646;52,385;52,908
30.07.2019;52,506;52,158;52,855
31.07.2019;55,175;54,863;55,488
01.08.2019;55,788;55,505;56,07
02.08.2019;56,644;56,313;56,975
05.08.2019;62,471;62,078;62,865
06.08.2019;59,525;59,264;59,785
07.08.2019;59,99;59,54;60,44
08.08.2019;58,178;57,697;58,658
09.08.2019;59,07;58,733;59,408
12.08.2019;61,751;61,445;62,058
13.08.2019;56,783;56,578;56,988
14.08.2019;62,394;61,813;62,975
15.08.2019;61,946;61,655;62,238
16.08.2019;58,193;57,955;58,43
19.08.2019;55,434;55,102;55,765
20.08.2019;56,977;56,676;57,278
21.08.2019;54,58;54,325;54,835
22.08.2019;54,61;54,308;54,912
23.08.2019;58,52;58,082;58,957
26.08.2019;56,298;56,067;56,528
27.08.2019;56,619;56,31;56,927
28.08.2019;55,153;54,79;55,515
29.08.2019;53,956;53,7;54,212
30.08.2019;54,055;53,746;54,364
03.09.2019;55,384;55,147;55,62
04.09.2019;53,883;53,538;54,228
05.09.2019;52,215;51,96;52,47
06.09.2019;51,233;51,025;51,44
09.09.2019;51,724;51,432;52,016
10.09.2019;52,06;51,769;52,352
11.09.2019;50,834;50,522;51,145
12.09.2019;50,098;49,798;50,397
13.09.2019;50,066;49,756;50,375
16.09.2019;51,039;50,755;51,324
17.09.2019;51,503;51,14;51,867
18.09.2019;50,828;50,46;51,195
19.09.2019;51,803;51,563;52,043
20.09.2019;59,723;59,412;60,033
23.09.2019;58,984;58,753;59,215
24.09.2019;60,968;60,675;61,26
25.09.2019;60,1;59,787;60,412
26.09.2019;60,845;60,56;61,13
27.09.2019;61,685;61,41;61,96
30.09.2019;59,8;59,525;60,075
01.10.2019;60,645;60,333;60,958
02.10.2019;63,389;63,151;63,626
03.10.2019;62,726;62,475;62,977
04.10.2019;60,242;59,954;60,531
07.10.2019;61,145;60,938;61,352
08.10.2019;63,091;62,825;63,358
09.10.2019;61,432;61,127;61,736
10.10.2019;59,973;59,72;60,225
11.10.2019;57,239;56,964;57,514
15.10.2019;56,236;55,893;56,58
16.10.2019;56,068;55,793;56,343
17.10.2019;55,63;55,412;55,847
18.10.2019;54,905;54,665;55,145
21.10.2019;53,798;53,522;54,072
22.10.2019;54,633;54,333;54,932
23.10.2019;54,144;53,845;54,443
24.10.2019;54,619;54,383;54,855
25.10.2019;53,598;53,334;53,861
28.10.2019;53,328;53,052;53,602
29.10.2019;54,488;54,215;54,76
30.10.2019;54,213;53,864;54,561
31.10.2019;55,056;54,787;55,325
01.11.2019;52,9;52,64;53,16
04.11.2019;51,466;51,255;51,677
05.11.2019;51,86;51,623;52,098
06.11.2019;51,883;51,708;52,058
07.11.2019;51,17;50,95;51,39
08.11.2019;51,299;51,045;51,553
12.11.2019;51,724;51,507;51,94
13.11.2019;52,221;52,017;52,426
14.11.2019;52,421;52,265;52,578
15.11.2019;51,26;51,067;51,453
18.11.2019;51,253;51,018;51,487
19.11.2019;52,143;51,938;52,348
20.11.2019;52,77;52,581;52,958
21.11.2019;52,891;52,668;53,115
22.11.2019;51,461;51,241;51,681
25.11.2019;50,028;49,855;50,2
26.11.2019;49,19;48,97;49,41
27.11.2019;49,565;49,35;49,78
29.11.2019;50,03;49,781;50,279
02.12.2019;51,546;51,363;51,729
03.12.2019;52,192;52,02;52,365
04.12.2019;50,395;50,175;50,615
05.12.2019;50,463;50,234;50,691
06.12.2019;49,205;48,98;49,43
09.12.2019;50,183;49,983;50,382
10.12.2019;49,875;49,695;50,055
11.12.2019;49,175;49,049;49,3
12.12.2019;47,802;47,622;47,981
13.12.2019;47,86;47,613;48,108
16.12.2019;46,135;45,98;46,29
17.12.2019;45,814;45,595;46,033
18.12.2019;45,773;45,533;46,013
19.12.2019;45,708;45,521;45,894
20.12.2019;45,116;44,925;45,306
23.12.2019;45,041;44,848;45,235
24.12.2019;44,599;44,311;44,886
26.12.2019;43,978;43,766;44,191
27.12.2019;43,948;43,733;44,162
30.12.2019;44,975;44,765;45,185
31.12.2019;45,266;45,018;45,515
02.01.2020;44,155;43,981;44,33
03.01.2020;45,835;45,697;45,974
06.01.2020;46,049;45,723;46,375
07.01.2020;46,665;46,465;46,865
08.01.2020;45,113;44,936;45,29
09.01.2020;43,844;43,658;44,03
10.01.2020;44,195;44,04;44,35
13.01.2020;44,133;43,915;44,35
14.01.2020;44,716;44,535;44,897
15.01.2020;44,715;44,521;44,909
16.01.2020;44,054;43,931;44,176
17.01.2020;44,053;43,87;44,235
21.01.2020;45,763;45,569;45,956
22.01.2020;45,071;44,908;45,235
23.01.2020;46,02;45,808;46,233
24.01.2020;47,025;46,81;47,24
27.01.2020;49,308;49,083;49,533
28.01.2020;46,646;46,415;46,878
29.01.2020;48,016;47,772;48,26
30.01.2020;47,535;47,285;47,785
31.01.2020;50,155;49,99;50,32
03.02.2020;50,075;49,837;50,313
04.02.2020;47,061;46,801;47,32
05.02.2020;44,855;44,655;45,056
06.02.2020;45,335;45,16;45,51
07.02.2020;46,129;45,88;46,378
10.02.2020;45,271;45,061;45,481
11.02.2020;44,834;44,615;45,052
12.02.2020;43,81;43,598;44,022
13.02.2020;43,75;43,525;43,975
14.02.2020;44,266;44,035;44,498
18.02.2020;44,674;44,503;44,845
19.02.2020;44,518;44,218;44,817
20.02.2020;45,356;45,162;45,55
21.02.2020;46,546;46,343;46,75
24.02.2020;53,071;52,816;53,327
25.02.2020;55,409;55,09;55,727
26.02.2020;57,685;57,393;57,977
27.02.2020;64,581;63,763;65,4
28.02.2020;66,478;65,102;67,852
02.03.2020;64,6;64,075;65,125
03.03.2020;71,326;70,615;72,037
04.03.2020;65,835;65,185;66,485
05.03.2020;73,253;72,31;74,195
06.03.2020;83,157;82,261;84,054
09.03.2020;110,94;107,281;114,599
10.03.2020;106,75;105,463;108,038
11.03.2020;117,418;115,09;119,745
12.03.2020;138,875;135,875;141,875
13.03.2020;107,488;103,988;110,988
16.03.2020;124,226;121,71;126,743
17.03.2020;123,233;120,67;125,795
18.03.2020;140,969;137,813;144,125
19.03.2020;141,838;139,235;144,44
20.03.2020;151,798;149,291;154,304
23.03.2020;121,563;118,875;124,25
24.03.2020;107,974;104,693;111,255
25.03.2020;103,168;100,655;105,68
26.03.2020;96,658;95,208;98,108
27.03.2020;111,889;109,873;113,905
30.03.2020;107,875;106,33;109,42
31.03.2020;113,051;109,255;116,848
01.04.2020;126,144;124,488;127,8
02.04.2020;123,313;121,378;125,248
03.04.2020;127,55;126,238;128,863
06.04.2020;116,969;113,428;120,51
07.04.2020;112,493;109,195;115,79
08.04.2020;104,886;103,06;106,713
09.04.2020;81,849;79,208;84,49
13.04.2020;83,14;81,966;84,315
14.04.2020;82,608;81,483;83,733
15.04.2020;87,416;86,04;88,793
16.04.2020;87,928;84,743;91,113
17.04.2020;86,968;86,133;87,803
20.04.2020;93,474;92,7;94,248
21.04.2020;98,063;96,95;99,175
22.04.2020;94,481;93,367;95,595
23.04.2020;93,689;90,6;96,778
24.04.2020;94,144;93,4;94,888
27.04.2020;93,168;92,468;93,867
28.04.2020;91,781;88,905;94,658
29.04.2020;86,885;86,28;87,49
30.04.2020;86,979;86,335;87,623
01.05.2020;90,4;89,85;90,95
04.05.2020;90,896;90,465;91,328
05.05.2020;90,065;87,22;92,91
06.05.2020;93,224;92,818;93,63
07.05.2020;92,169;91,593;92,745
08.05.2020;90,98;90,068;91,893
11.05.2020;92,61;92,278;92,943
12.05.2020;93,303;92,301;94,306
